REVIEW_ID,PACKAGE_NAME,RATING,REVIEW_TITLE,REVIEW_TEXT,FULL_REVIEW_TEXT,AUT_LABEL,MAN_LABEL,STATUS,FEATURE_NUM
34243132,com.bestweatherfor.bibleoffline_pt_ra,5,Opens all the time,Wifi or not o can read,opens all the time wifi or not o can read,Offline,Offline,1,1
34141405,com.bestweatherfor.bibleoffline_pt_ra,5,Very nice,I had an offline Bible before on my java phone. Since I changed my phone to android i never had a decent offline mobile Bible until I had this.,very nice i had an offline bible before on my java phone since i changed my phone to android i never had a decent offline mobile bible until i had this,Offline,Offline,1,1
34974583,com.bestweatherfor.bibleoffline_pt_ra,5,Offline,You can still use it even without WiFi great!,offline you can still use it even without wifi great,Offline,Offline,1,1
34974698,com.bestweatherfor.bibleoffline_pt_ra,5,Is Offline,Where ever I go I can read study etcetera,is offline where ever i go i can read study etcetera,Offline,Offline,1,1
50705327,com.bestweatherfor.bibleoffline_pt_ra,5,,Love the fact that you dont need data to access it,love the fact that you dont need data to access it,Offline,Offline,1,1
35329864,com.bestweatherfor.bibleoffline_pt_ra,4,Like it so far but still learning how to use,When I learn to you it more I will rate again .. do wish it would have all voice download already before I don't have wifi,like it so far but still learning how to use when i learn to you it more i will rate again do wish it would have all voice download already before i don t have wifi,Offline,Offline,1,1
35117990,com.bestweatherfor.bibleoffline_pt_ra,5,Great.,I can read my bible with or without data on my phone.,great i can read my bible with or without data on my phone,Offline,Offline,1,1
35329543,com.bestweatherfor.bibleoffline_pt_ra,5,Bible offline,I choose to have this to my own phone  because this is the best thing I always want to do while I'm in the trip reading Bible offline,bible offline i choose to have this to my own phone because this is the best thing i always want to do while i m in the trip reading bible offline,Offline,Offline,1,1
33946481,com.bestweatherfor.bibleoffline_pt_ra,4,Not bad,Can download few versions,not bad can download few versions,Versions,Versions,1,1
34048320,com.bestweatherfor.bibleoffline_pt_ra,5,Bible offline,Tnx for the audio feature. I prefer listening than reading coz of my poor eyesight,bible offline tnx for the audio feature i prefer listening than reading coz of my poor eyesight,Versions,Audio,0,1
34334694,com.bestweatherfor.bibleoffline_pt_ra,4,Thank you!,Would be nice if you could include Afrikaans language for 1933/53 version.,thank you would be nice if you could include afrikaans language for 1933 53 version,Versions,Versions,1,1
31043591,com.bestweatherfor.bibleoffline_pt_ra,5,,Can U also add Bible in nepali language please......,can u also add bible in nepali language please,Versions,Versions,1,1
35329832,com.bestweatherfor.bibleoffline_pt_ra,5,,It's perfect.I even get a chance to download various version,it s perfect i even get a chance to download various version,Versions,Versions,1,1
33854690,com.bestweatherfor.bibleoffline_pt_ra,5,It helps me get through the day,Good to read every day never freezes.,it helps me get through the day good to read every day never freezes,Bug,Bug,1,1
34241459,com.bestweatherfor.bibleoffline_pt_ra,5,This app is so helpful.,As a person who once fell away from god and has returned. This allows me to look for my favorite passages I have read in the last few days with ease for discussion with my friends.,this app is so helpful as a person who once fell away from god and has returned this allows me to look for my favorite passages i have read in the last few days with ease for discussion with my friends,Spiritual,Spiritual,1,1
34142388,com.bestweatherfor.bibleoffline_pt_ra,3,it's ok especially to us who are working every day atleast it gives a word of God every Sunday.and when you have no tym to read atleast you listen,thank you for the soul food,it s ok especially to us who are working every day atleast it gives a word of god every sunday and when you have no tym to read atleast you listen thank you for the soul food,Spiritual,Spiritual,1,1
34581320,com.bestweatherfor.bibleoffline_pt_ra,5,Food for the spirit,The best medicine around. You learn so much when u get to know God his son and the holy spirit and your life will be change for the better. You will see and hear and speak through his spirit and not your own and the world. This will feel the void in your life. God Bless.,food for the spirit the best medicine around you learn so much when u get to know god his son and the holy spirit and your life will be change for the better you will see and hear and speak through his spirit and not your own and the world this will feel the void in your life god bless,,Spiritual,1,1
34773551,com.bestweatherfor.bibleoffline_pt_ra,5,Handy widget,I like the handy verse every morning as a widget,handy widget i like the handy verse every morning as a widget,Bug,UI,0,1
35328234,com.bestweatherfor.bibleoffline_pt_ra,5,Very reliable,I love how I can read the bible in any location especially since I work Sundays when church is in session. Looking up scriptures has never been easier.,very reliable i love how i can read the bible in any location especially since i work sundays when church is in session looking up scriptures has never been easier,Spiritual,Spiritual,1,1
33946026,com.bestweatherfor.bibleoffline_pt_ra,4,It's a good companion,Read anytime and everytime you feel anxious.,it s a good companion read anytime and everytime you feel anxious,Readability,Readability,1,1
34142556,com.bestweatherfor.bibleoffline_pt_ra,4,,Helpful and ready anywhere even with out net.,helpful and ready anywhere even with out net,Readability,Readability,1,2
34241334,com.bestweatherfor.bibleoffline_pt_ra,5, ,easy to read,easy to read,Readability,Readability,1,1
34241880,com.bestweatherfor.bibleoffline_pt_ra,5,Bible,It was difficult for me at first but now I understand how to use it its been a godsend,bible it was difficult for me at first but now i understand how to use it its been a godsend,Readability,Readability,1,1
34430023,com.bestweatherfor.bibleoffline_pt_ra,1,OKAY,I bought it trying to be nice. And it asks like a million times if i wanna rate. This and the pornographic ads are starting to be too much,okay i bought it trying to be nice and it asks like a million times if i wanna rate this and the pornographic ads are starting to be too much,Ads,Ads,1,1
30034217,com.bestweatherfor.bibleoffline_pt_ra,5,Fantastic,Offline readability makes it stand out above all others.,fantastic offline readability makes it stand out above all others,Readability,Readability,1,1
34676774,com.bestweatherfor.bibleoffline_pt_ra,5,,My Minister loaded this on my tablet while in hospital. I like that I can enlarge the print. It is a great source of comfort and great for an oldie like me,my minister loaded this on my tablet while in hospital i like that i can enlarge the print it is a great source of comfort and great for an oldie like me,Readability,Readability,1,1
34677237,com.bestweatherfor.bibleoffline_pt_ra,5,Always Available,Love to have access to the bible offline at the right times to witness to others.,always available love to have access to the bible offline at the right times to witness to others,Readability,Offline,0,1
34974683,com.bestweatherfor.bibleoffline_pt_ra,4,Easy to use,This comes in handy when I can't get to my Bible.  There is a pop-up everyone I use the app wanting me to pay for the site to get rid of ads. There are lots of ads. So either I am going to have to pay or download another app.,easy to use this comes in handy when i can t get to my bible there is a pop up everyone i use the app wanting me to pay for the site to get rid of ads there are lots of ads so either i am going to have to pay or download another app,Ads,Ads,1,2
35117876,com.bestweatherfor.bibleoffline_pt_ra,5,Wow,Just like the book version the best part is key word help find the right verse,wow just like the book version the best part is key word help find the right verse,Readability,Readability,1,1
35117298,com.bestweatherfor.bibleoffline_pt_ra,5,Morocco team,I love the bold print the books r clear and easy to find.it makes reading easy.Blessings.,morocco team i love the bold print the books r clear and easy to find it makes reading easy blessings,Readability,Readability,1,1
35328410,com.bestweatherfor.bibleoffline_pt_ra,5,It's a splendid piece,It's fully encompasses everything a Christian needs to study to show him or herself approved,it s a splendid piece it s fully encompasses everything a christian needs to study to show him or herself approved,Readability,Readability,1,1
35493760,com.bestweatherfor.bibleoffline_pt_ra,5,A gift,Love it very helpful for on the move usage.,a gift love it very helpful for on the move usage,Readability,Readability,1,1
34242308,com.bestweatherfor.bibleoffline_pt_ra,5,Holy spirt,I'm glad they made because what would we so we hadnt have God in are life,holy spirt i m glad they made because what would we so we hadnt have god in are life,Spiritual,Spiritual,1,1
34429633,com.bestweatherfor.bibleoffline_pt_ra,5,,amazing when i dont i have wifi i can actually read and meditate on the word of God,amazing when i dont i have wifi i can actually read and meditate on the word of god,Spiritual,Spiritual,1,1
34773576,com.bestweatherfor.bibleoffline_pt_ra,5,It's awesome,Any language for the whole world to know the truth. God's not dead!,it s awesome any language for the whole world to know the truth god s not dead,Spiritual,Spiritual,1,1
35119403,com.bestweatherfor.bibleoffline_pt_ra,5,Put God first!,This is a great opportunity to get closer to God as it takes you through challenges and courses! I recommend this all to you all. Bless you all. Amen!,put god first this is a great opportunity to get closer to god as it takes you through challenges and courses i recommend this all to you all bless you all amen,Spiritual,Spiritual,1,1
35329842,com.bestweatherfor.bibleoffline_pt_ra,5,Survivor,I can read it anywhere and anytime. And I know God is with us if we have this app. :),survivor i can read it anywhere and anytime and i know god is with us if we have this app,Spiritual,Spiritual,1,1
33854798,com.bestweatherfor.bibleoffline_pt_ra,4,Readily available,I like it because it is right there when I need it and I don't have to use up all my data to view it.,readily available i like it because it is right there when i need it and i don t have to use up all my data to view it,Practical,Practical,1,1
34243155,com.bestweatherfor.bibleoffline_pt_ra,4,Available,I love because it is always at your finger tip and can be read anywhere anytime.,available i love because it is always at your finger tip and can be read anywhere anytime,Practical,Practical,1,1
34142086,com.bestweatherfor.bibleoffline_pt_ra,5,The blible is user friendly,It assist in preparation of a sermon,the blible is user friendly it assist in preparation of a sermon,Practical,Practical,1,2
34241328,com.bestweatherfor.bibleoffline_pt_ra,5,,Very reliable. No physical bible book.,very reliable no physical bible book,Practical,Practical,1,1
34241733,com.bestweatherfor.bibleoffline_pt_ra,5,Well,Quick source when a book is not close by.,well quick source when a book is not close by,Practical,Practical,1,1
